Airline,Airline Delay,Air System Delay,Air Time,Arrival Delay,Arrival Time,Cancellation Reason,Cancelled,DAY,Day Of Week,Departure Delay,Departure Time,Destination Airport,Distance,Diverted,Elapsed Time,Flight Number,Late Aircraft Delay,Month,Number of Records,Origin Airport,Scheduled Arrival,Scheduled Departure,Scheduled Time,Security Delay,Tail Number,Taxi In,Taxi Out,Weather Delay,Wheels Off,Wheels On,Year
EV,0,17,105,17,0817,,0,1/1/1900,7,-6,0544,IAH,643,0,153,4175,0,3/1/1900,1,MCI,0800,0550,130,0,N12564,17,31,0,0615,0800,2015
EV,0,45,61,54,0819,,0,1/1/1900,7,9,0701,ORD,315,0,138,3272,0,3/1/1900,1,CLE,0725,0652,93,0,N29906,17,60,9,0801,0802,2015
EV,0,38,187,38,0848,,0,1/1/1900,7,0,0545,IAH,1091,0,243,4418,0,3/1/1900,1,CLE,0810,0545,205,0,N16178,18,38,0,0623,0830,2015
EV,0,43,35,43,0738,,0,1/1/1900,7,-3,0557,ORD,130,0,101,6017,0,3/1/1900,1,PIA,0655,0600,55,0,N12201,18,48,0,0645,0720,2015
EV,0,28,85,28,0833,,0,1/1/1900,7,1,0630,IAH,427,0,123,4648,0,3/1/1900,1,MOB,0805,0629,96,0,N13553,22,16,0,0646,0811,2015
EV,0,33,64,33,0845,,0,1/1/1900,7,-3,0657,IAH,253,0,108,4221,0,3/1/1900,1,BTR,0812,0700,72,0,N12921,22,22,0,0719,0823,2015
EV,134,0,31,149,1139,,0,1/1/1900,7,156,1041,DEN,152,0,58,5972,15,3/1/1900,1,GUC,0910,0805,65,0,N11137,23,4,0,1045,1116,2015
EV,0,40,75,40,0845,,0,1/1/1900,7,0,0630,IAH,374,0,135,5782,0,3/1/1900,1,LIT,0805,0630,95,0,N11121,25,35,0,0705,0820,2015
EV,0,34,67,34,0841,,0,1/1/1900,7,0,0630,RDU,416,0,131,5204,0,3/1/1900,1,CLE,0807,0630,97,0,N600QX,25,39,0,0709,0816,2015
EV,0,19,102,19,0907,,0,1/1/1900,7,-2,0743,ORD,578,0,144,5973,0,3/1/1900,1,GSP,0848,0745,123,0,N13970,29,13,0,0756,0838,2015
EV,67,0,151,101,1222,,0,1/1/1900,7,115,1037,MSP,980,0,165,5332,34,3/1/1900,1,RDU,1041,0842,179,0,N600QX,3,11,0,1048,1219,2015
EV,0,24,53,24,1038,,0,1/1/1900,7,0,0900,BTR,383,0,98,2548,0,3/1/1900,1,DFW,1014,0900,74,0,N903EV,3,42,0,0942,1035,2015
EV,0,38,75,38,0848,,0,1/1/1900,7,-13,0627,IAH,351,0,141,4589,0,3/1/1900,1,JAN,0810,0640,90,0,N16546,32,34,0,0701,0816,2015
EV,0,0,31,56,1003,,0,1/1/1900,7,56,0806,GRR,137,0,57,4765,0,3/1/1900,1,ORD,0907,0710,57,0,N15983,4,22,56,0828,0959,2015
EV,0,28,27,28,1002,,0,1/1/1900,7,0,0845,LCH,127,0,77,3255,0,3/1/1900,1,IAH,0934,0845,49,0,N12528,4,46,0,0931,0958,2015
EV,20,0,40,20,0915,,0,1/1/1900,7,30,0819,DFW,190,0,56,2567,0,3/1/1900,1,SHV,0855,0749,66,0,N902EV,5,11,0,0830,0910,2015
EV,0,17,59,17,0856,,0,1/1/1900,7,3,0733,DAL,216,0,83,5914,0,3/1/1900,1,IAH,0839,0730,69,0,N22971,5,19,0,0752,0851,2015
EV,7,12,29,19,0903,,0,1/1/1900,7,7,0757,OKC,175,0,66,2514,0,3/1/1900,1,DFW,0844,0750,54,0,N904EV,5,32,0,0829,0858,2015
EV,0,42,94,42,1104,,0,1/1/1900,7,-2,0824,CMH,463,0,160,4334,0,3/1/1900,1,EWR,1022,0826,116,0,N16561,56,10,0,0834,1008,2015
EV,0,375,97,375,1307,,0,1/1/1900,7,357,1157,ORD,473,0,130,5994,0,3/1/1900,1,BUF,0652,0600,112,0,N13975,6,27,0,1224,1301,2015
EV,11,6,116,17,0843,,0,1/1/1900,7,11,0611,ATL,714,0,152,4974,0,3/1/1900,1,AVP,0826,0600,146,0,N176PQ,6,30,0,0641,0837,2015
EV,4,27,56,31,1051,,0,1/1/1900,7,4,0903,IND,231,0,108,5490,0,3/1/1900,1,DTW,1020,0859,81,0,N748EV,6,46,0,0949,1045,2015
EV,48,0,64,48,0903,,0,1/1/1900,7,62,0745,DFW,383,0,78,2561,0,3/1/1900,1,BTR,0815,0643,92,0,N879AS,6,8,0,0753,0857,2015
EV,1,68,90,69,0958,,0,1/1/1900,7,1,0656,RDU,532,0,182,4950,0,3/1/1900,1,BDL,0849,0655,114,0,N391CA,64,28,0,0724,0854,2015
EV,0,105,65,105,0926,,0,1/1/1900,7,-8,0552,DTW,332,0,214,4896,0,3/1/1900,1,ELM,0741,0600,101,0,N131EV,7,142,0,0814,0919,2015
EV,172,35,164,207,1232,,0,1/1/1900,7,172,1022,ORD,738,0,190,3259,0,3/1/1900,1,HPN,0905,0730,155,0,N12563,7,19,0,1041,1225,2015
EV,0,17,67,17,0740,,0,1/1/1900,7,-4,0556,DEN,300,0,104,4157,0,3/1/1900,1,RAP,0723,0600,83,0,N24128,7,30,0,0626,0733,2015
EV,6,15,23,21,0705,,0,1/1/1900,7,6,0601,DFW,102,0,64,2519,0,3/1/1900,1,TYR,0644,0555,49,0,N907EV,7,34,0,0635,0658,2015
EV,0,21,79,21,0655,,0,1/1/1900,7,-10,0552,ORD,398,0,123,6133,0,3/1/1900,1,ERI,0634,0602,92,0,N13566,7,37,0,0629,0648,2015
EV,0,16,104,16,0736,,0,1/1/1900,7,-6,0612,ORD,589,0,144,4318,0,3/1/1900,1,GSO,0720,0618,122,0,N13968,8,32,0,0644,0728,2015
EV,0,15,58,15,0714,,0,1/1/1900,7,0,0630,DEN,359,0,104,4346,0,3/1/1900,1,AMA,0659,0630,89,0,N11137,8,38,0,0708,0706,2015
EV,0,73,187,73,1043,,0,1/1/1900,7,-2,0813,DEN,1024,0,270,6130,0,3/1/1900,1,SDF,0930,0815,195,0,N12145,8,75,0,0928,1035,2015
EV,0,71,111,71,1233,,0,1/1/1900,7,-3,0804,SAT,794,0,209,6035,0,3/1/1900,1,DEN,1122,0807,135,0,N14158,8,90,0,0934,1225,2015
EV,0,80,101,80,0830,,0,1/1/1900,7,-1,0559,ORD,566,0,211,6019,0,3/1/1900,1,ELM,0710,0600,130,0,N11189,9,101,0,0740,0821,2015
EV,0,0,67,381,1544,,0,1/1/1900,7,391,1316,IAH,501,0,88,4438,0,3/1/1900,1,HOB,0923,0645,98,0,N15527,9,12,381,1328,1535,2015
EV,0,2,41,38,0757,,0,1/1/1900,7,36,0651,IAD,157,0,66,6176,36,3/1/1900,1,ORF,0719,0615,64,0,N12924,9,16,0,0707,0748,2015
EV,0,18,83,18,0906,,0,1/1/1900,7,-3,0557,ATL,633,0,129,5594,0,3/1/1900,1,MLI,0848,0600,108,0,N132EV,9,37,0,0634,0857,2015
EV,0,37,107,58,0822,,0,1/1/1900,7,21,0641,ORD,528,0,161,5961,0,3/1/1900,1,SCE,0724,0620,124,0,N16919,9,45,21,0726,0813,2015
EV,0,39,101,39,0939,,0,1/1/1900,7,-2,0744,ORD,599,0,175,4670,0,3/1/1900,1,CLT,0900,0746,134,0,N14558,9,65,0,0849,0930,2015
F9,0,21,139,75,1049,,0,1/1/1900,7,54,0904,LAX,862,0,165,403,0,3/1/1900,1,DEN,0934,0810,144,0,N918FR,10,16,54,0920,1039,2015
F9,0,5,137,31,1350,,0,1/1/1900,7,29,0904,ATL,1199,0,166,424,0,3/1/1900,1,DEN,1319,0835,164,0,N922FR,10,19,26,0923,1340,2015
F9,6,20,159,30,1216,,0,1/1/1900,7,22,0852,FLL,1026,0,204,903,4,3/1/1900,1,TTN,1146,0830,196,0,N926FR,10,35,0,0927,1206,2015
F9,0,28,152,28,0923,,0,1/1/1900,7,-7,0553,FLL,1062,0,210,1104,0,3/1/1900,1,CLE,0855,0600,175,0,N211FR,10,48,0,0641,0913,2015
F9,0,78,169,84,0826,,0,1/1/1900,7,6,0611,DEN,977,0,255,609,0,3/1/1900,1,IND,0702,0605,177,0,N203FR,13,73,6,0724,0813,2015
F9,27,31,202,58,1243,,0,1/1/1900,7,27,0627,IAH,1635,0,256,1056,0,3/1/1900,1,SFO,1145,0600,225,0,N912FR,18,36,0,0703,1225,2015
F9,0,19,174,19,1244,,0,1/1/1900,7,-7,0653,MCO,1546,0,231,676,0,3/1/1900,1,DEN,1225,0700,205,0,N905FR,30,27,0,0720,1214,2015
F9,55,13,130,68,1213,,0,1/1/1900,7,55,0915,MIA,921,0,178,1376,0,3/1/1900,1,IAD,1105,0820,165,0,N219FR,4,44,0,0959,1209,2015
F9,260,0,221,260,1255,,0,1/1/1900,7,267,1057,DEN,1506,0,238,295,0,3/1/1900,1,TPA,0835,0630,245,0,N223FR,5,12,0,1109,1250,2015
F9,0,65,67,71,1049,,0,1/1/1900,7,56,0908,SLC,391,0,101,573,6,3/1/1900,1,DEN,0938,0812,86,0,N203FR,5,29,0,0937,1044,2015
F9,0,74,139,74,1049,,0,1/1/1900,7,27,0842,SNA,846,0,187,261,0,3/1/1900,1,DEN,0935,0815,140,0,N953FR,5,43,0,0925,1044,2015
F9,0,58,139,58,1023,,0,1/1/1900,7,2,0741,PDX,991,0,222,787,0,3/1/1900,1,DEN,0925,0739,166,0,N924FR,5,78,0,0859,1018,2015
F9,0,89,61,89,1135,,0,1/1/1900,7,17,0906,TTN,373,0,149,908,0,3/1/1900,1,RDU,1006,0849,77,0,N927FR,5,83,0,1029,1130,2015
F9,0,49,154,49,1341,,0,1/1/1900,7,-10,0737,DCA,1476,0,244,722,0,3/1/1900,1,DEN,1252,0747,185,0,N938FR,5,85,0,0902,1336,2015
F9,14,16,230,30,1020,,0,1/1/1900,7,14,0714,PHX,1440,0,246,1061,0,3/1/1900,1,ORD,0950,0700,230,0,N216FR,6,10,0,0724,1014,2015
F9,0,16,153,16,0742,,0,1/1/1900,7,0,0545,DEN,896,0,177,365,0,3/1/1900,1,MKE,0726,0545,161,0,N933FR,6,18,0,0603,0736,2015
F9,4,12,97,16,0806,,0,1/1/1900,7,4,0604,TTN,701,0,122,902,0,3/1/1900,1,ATL,0750,0600,110,0,N926FR,6,19,0,0623,0800,2015
F9,22,13,141,35,1025,,0,1/1/1900,7,22,0722,RSW,1025,0,183,1120,0,3/1/1900,1,CLE,0950,0700,170,0,N908FR,6,36,0,0758,1019,2015
F9,0,19,190,19,1429,,0,1/1/1900,7,-4,0826,MIA,1709,0,243,1248,0,3/1/1900,1,DEN,1410,0830,220,0,N935FR,6,47,0,0913,1423,2015
F9,0,5,138,66,1045,,0,1/1/1900,7,61,0901,SFO,967,0,164,657,0,3/1/1900,1,DEN,0939,0800,159,0,N931FR,7,19,61,0920,1038,2015
F9,228,11,236,239,1312,,0,1/1/1900,7,228,1048,DEN,1546,0,264,681,0,3/1/1900,1,MCO,0913,0700,253,0,N934FR,7,21,0,1109,1305,2015
F9,0,21,122,21,0916,,0,1/1/1900,7,-1,0629,MCO,895,0,167,1108,0,3/1/1900,1,CLE,0855,0630,145,0,N221FR,7,38,0,0707,0909,2015
F9,0,31,130,31,0806,,0,1/1/1900,7,0,0610,DEN,770,0,176,287,0,3/1/1900,1,STL,0735,0610,145,0,N953FR,7,39,0,0649,0759,2015
F9,15,0,233,15,0859,,0,1/1/1900,7,18,0648,DEN,1607,0,251,711,0,3/1/1900,1,RSW,0844,0630,254,0,N919FR,8,10,0,0658,0851,2015
F9,0,52,106,52,0949,,0,1/1/1900,7,11,0816,LAS,628,0,153,769,0,3/1/1900,1,DEN,0857,0805,112,0,N933FR,8,39,0,0855,0941,2015
F9,73,23,135,96,1148,,0,1/1/1900,7,73,0838,MCO,896,0,190,917,0,3/1/1900,1,TTN,1012,0725,167,0,N954FR,8,47,0,0925,1140,2015
HA,0,0,22,30,0819,,0,1/1/1900,7,30,0743,OGG,100,0,36,156,30,3/1/1900,1,HNL,0749,0713,36,0,N477HA,4,10,0,0753,0815,2015
HA,0,0,21,29,0921,,0,1/1/1900,7,31,0848,HNL,100,0,33,155,29,3/1/1900,1,OGG,0852,0817,35,0,N477HA,6,6,0,0854,0915,2015
HA,3,0,22,37,0718,,0,1/1/1900,7,34,0643,HNL,100,0,35,205,34,3/1/1900,1,OGG,0641,0609,32,0,N477HA,6,7,0,0650,0712,2015
HA,9,0,21,41,0944,,0,1/1/1900,7,35,0906,HNL,102,0,38,124,32,3/1/1900,1,LIH,0903,0831,32,0,N487HA,7,10,0,0916,0937,2015
HA,35,0,21,35,0616,,0,1/1/1900,7,34,0539,OGG,100,0,37,206,0,3/1/1900,1,HNL,0541,0505,36,0,N477HA,7,9,0,0548,0609,2015
HA,32,0,24,32,0835,,0,1/1/1900,7,25,0751,LIH,102,0,44,123,0,3/1/1900,1,HNL,0803,0726,37,0,N487HA,9,11,0,0802,0826,2015
MQ,0,0,29,129,1114,,0,1/1/1900,7,131,1016,DFW,158,0,58,3322,0,3/1/1900,1,ABI,0905,0805,60,0,N853MQ,10,19,129,1035,1104,2015
MQ,43,2,102,45,1249,,0,1/1/1900,7,43,0933,FWA,859,0,136,2939,0,3/1/1900,1,DFW,1204,0850,134,0,N675MQ,10,24,0,0957,1239,2015
MQ,0,18,31,150,1019,,0,1/1/1900,7,132,0907,DFW,158,0,72,2908,0,3/1/1900,1,ABI,0749,0655,54,0,N636MQ,10,31,132,0938,1009,2015
MQ,0,18,146,18,1023,,0,1/1/1900,7,-9,0715,DFW,977,0,188,3307,0,3/1/1900,1,BIS,1005,0724,161,0,N806MQ,10,32,0,0747,1013,2015
MQ,18,0,37,18,1018,,0,1/1/1900,7,23,0918,DFW,190,0,60,3286,0,3/1/1900,1,SHV,1000,0855,65,0,N646MQ,11,12,0,0930,1007,2015
MQ,0,0,34,113,1038,,0,1/1/1900,7,117,0927,ORD,135,0,71,3170,0,3/1/1900,1,CMI,0845,0730,75,0,N664MQ,11,26,113,0953,1027,2015
MQ,0,42,68,42,1053,,0,1/1/1900,7,-2,0743,BUF,473,0,130,3030,0,3/1/1900,1,ORD,1011,0745,86,0,N640MQ,11,51,0,0834,1042,2015
MQ,0,12,35,72,0840,,0,1/1/1900,7,60,0725,ORD,147,0,75,3360,0,3/1/1900,1,DBQ,0728,0625,63,0,N633MQ,12,28,60,0753,0828,2015
MQ,0,2,40,17,1017,,0,1/1/1900,7,15,0912,ORD,108,0,65,3027,15,3/1/1900,1,MSN,1000,0857,63,0,N688MQ,13,12,0,0924,1004,2015
MQ,0,17,31,17,0704,,0,1/1/1900,7,-8,0537,ORD,130,0,87,3691,0,3/1/1900,1,PIA,0647,0545,62,0,N682MQ,13,43,0,0620,0651,2015
MQ,0,32,52,40,0758,,0,1/1/1900,7,8,0608,ORD,315,0,110,3372,0,3/1/1900,1,COU,0718,0600,78,0,N543MQ,13,45,8,0653,0745,2015
MQ,256,42,148,298,1328,,0,1/1/1900,7,256,1056,DFW,859,0,212,3359,0,3/1/1900,1,FWA,0830,0640,170,0,N935MQ,13,51,0,1147,1315,2015
MQ,23,12,42,35,1033,,0,1/1/1900,7,23,0818,DAY,240,0,75,3283,0,3/1/1900,1,ORD,0958,0755,63,0,N942MQ,14,19,0,0837,1019,2015
MQ,0,20,43,20,0815,,0,1/1/1900,7,5,0648,ORD,196,0,87,3276,0,3/1/1900,1,CID,0755,0643,72,0,N3AEMQ,14,30,0,0718,0801,2015
MQ,0,48,50,48,1033,,0,1/1/1900,7,50,0948,ORD,235,0,105,3214,0,3/1/1900,1,DTW,0945,0858,107,0,N631MQ,14,41,0,1029,1019,2015
MQ,0,16,57,16,0926,,0,1/1/1900,7,-3,0822,ORD,296,0,124,3023,0,3/1/1900,1,CMH,0910,0825,105,0,N822MQ,14,53,0,0915,0912,2015
MQ,125,0,51,125,0920,,0,1/1/1900,7,132,0758,ORD,299,0,82,3411,0,3/1/1900,1,DSM,0715,0546,89,0,N500MQ,15,16,0,0814,0905,2015
MQ,0,16,47,61,0851,,0,1/1/1900,7,45,0805,ORD,224,0,106,2993,0,3/1/1900,1,TVC,0750,0720,90,0,N607MQ,15,44,45,0849,0836,2015
MQ,0,23,59,23,0833,,0,1/1/1900,7,0,0634,ORD,273,0,119,3643,0,3/1/1900,1,EVV,0810,0634,96,0,N648MQ,15,45,0,0719,0818,2015
MQ,0,42,32,42,0650,,0,1/1/1900,7,-2,0558,ORD,157,0,112,3141,0,3/1/1900,1,FWA,0608,0600,68,0,N645MQ,15,65,0,0703,0635,2015
MQ,0,50,70,50,1116,,0,1/1/1900,7,4,0844,JFK,483,0,152,3329,0,3/1/1900,1,CMH,1026,0840,106,0,N815MQ,15,67,0,0951,1101,2015
MQ,18,7,94,25,0855,,0,1/1/1900,7,18,0643,LGA,762,0,132,3366,0,3/1/1900,1,ATL,0830,0625,125,0,N0EGMQ,16,22,0,0705,0839,2015
MQ,0,0,72,133,1133,,0,1/1/1900,7,140,0950,ORD,438,0,103,3098,0,3/1/1900,1,SGF,0920,0730,110,0,N905MQ,17,14,133,1004,1116,2015
MQ,0,27,72,27,1036,,0,1/1/1900,7,1,0849,DCA,213,0,107,3370,0,3/1/1900,1,JFK,1009,0848,81,0,N8EGMQ,17,18,0,0907,1019,2015
MQ,3,11,44,41,1021,,0,1/1/1900,7,30,0857,ORD,196,0,84,3116,27,3/1/1900,1,CID,0940,0827,73,0,N621MQ,18,22,0,0919,1003,2015
MQ,0,33,39,150,1124,,0,1/1/1900,7,117,0947,XNA,280,0,97,3494,38,3/1/1900,1,DFW,0854,0750,64,0,N507MQ,18,40,79,1027,1106,2015
MQ,0,5,54,300,1435,,0,1/1/1900,7,295,1307,DFW,280,0,88,3389,0,3/1/1900,1,XNA,0935,0812,83,0,N694MQ,20,14,295,1321,1415,2015
MQ,0,39,39,141,0926,,0,1/1/1900,7,102,0742,ORD,135,0,104,2974,0,3/1/1900,1,CMI,0705,0600,65,0,N813MQ,20,45,102,0827,0906,2015
MQ,0,76,33,76,0816,,0,1/1/1900,7,1,0601,ORD,116,0,135,2960,0,3/1/1900,1,BMI,0700,0600,60,0,N683MQ,20,82,0,0723,0756,2015
MQ,0,8,78,357,1342,,0,1/1/1900,7,349,1149,ORD,522,0,113,3204,0,3/1/1900,1,XNA,0745,0600,105,0,N520MQ,22,13,349,1202,1320,2015
MQ,0,33,68,73,1118,,0,1/1/1900,7,40,0859,ORD,438,0,139,3010,0,3/1/1900,1,SGF,1005,0819,106,0,N689MQ,28,43,40,0942,1050,2015
MQ,0,45,36,152,1222,,0,1/1/1900,7,107,1021,ORD,135,0,121,3120,0,3/1/1900,1,CMI,0950,0834,76,0,N907MQ,29,56,107,1117,1153,2015
MQ,0,0,88,20,0810,,0,1/1/1900,7,34,0627,DFW,539,0,103,3377,0,3/1/1900,1,MOB,0750,0553,117,0,N652MQ,3,12,20,0639,0807,2015
MQ,0,11,56,128,1123,,0,1/1/1900,7,117,1002,RST,268,0,81,3211,111,3/1/1900,1,ORD,0915,0805,70,0,N813MQ,3,22,6,1024,1120,2015
MQ,14,7,28,21,0847,,0,1/1/1900,7,14,0749,MSN,108,0,58,3027,0,3/1/1900,1,ORD,0826,0735,51,0,N688MQ,3,27,0,0816,0844,2015
MQ,47,23,34,70,1138,,0,1/1/1900,7,47,0922,FWA,157,0,76,3481,0,3/1/1900,1,ORD,1028,0835,53,0,N820MQ,3,39,0,1001,1135,2015
MQ,21,22,58,43,1027,,0,1/1/1900,7,21,0846,JAN,408,0,101,3436,0,3/1/1900,1,DFW,0944,0825,79,0,N854MQ,3,40,0,0926,1024,2015
MQ,0,18,44,18,0842,,0,1/1/1900,7,0,0700,ORD,215,0,102,3666,0,3/1/1900,1,LSE,0824,0700,84,0,N933MQ,35,23,0,0723,0807,2015
MQ,91,2,81,93,1058,,0,1/1/1900,7,91,0838,ORD,557,0,140,3388,0,3/1/1900,1,FAR,0925,0707,138,0,N641MQ,37,22,0,0900,1021,2015
MQ,0,19,60,19,0929,,0,1/1/1900,7,0,0728,ORD,334,0,121,3216,0,3/1/1900,1,MSP,0910,0728,102,0,N526MQ,38,23,0,0751,0851,2015
MQ,15,0,36,30,0829,,0,1/1/1900,7,33,0738,CID,196,0,51,3116,15,3/1/1900,1,ORD,0759,0705,54,0,N621MQ,4,11,0,0749,0825,2015
MQ,131,3,69,134,1104,,0,1/1/1900,7,131,0936,DFW,404,0,88,3040,0,3/1/1900,1,GCK,0850,0725,85,0,N643MQ,4,15,0,0951,1100,2015
MQ,87,15,81,125,1203,,0,1/1/1900,7,110,1005,RDU,427,0,118,3465,23,3/1/1900,1,JFK,0958,0815,103,0,N823MQ,4,33,0,1038,1159,2015
MQ,25,11,68,36,1158,,0,1/1/1900,7,25,0910,MDT,594,0,108,2987,0,3/1/1900,1,ORD,1122,0845,97,0,N525MQ,4,36,0,0946,1154,2015
MQ,0,28,68,28,1032,,0,1/1/1900,7,3,0818,LGA,479,0,134,3586,0,3/1/1900,1,CMH,1004,0815,109,0,N845MQ,4,62,0,0920,1028,2015
MQ,0,21,43,21,0846,,0,1/1/1900,7,-2,0650,ORD,234,0,116,2930,0,3/1/1900,1,ALO,0825,0652,93,0,N612MQ,44,29,0,0719,0802,2015
MQ,22,35,27,107,1100,,0,1/1/1900,7,72,0932,MLI,139,0,88,3458,50,3/1/1900,1,ORD,0913,0820,53,0,N633MQ,45,16,0,0948,1015,2015
MQ,0,21,49,21,0930,,0,1/1/1900,7,-8,0822,ORD,265,0,128,2969,0,3/1/1900,1,CVG,0909,0830,99,0,N614MQ,45,34,0,0856,0845,2015
MQ,17,0,39,17,0714,,0,1/1/1900,7,19,0619,DFW,181,0,55,3235,0,3/1/1900,1,TXK,0657,0600,57,0,N675MQ,5,11,0,0630,0709,2015
MQ,0,15,81,26,0913,,0,1/1/1900,7,11,0706,DSM,624,0,127,3641,0,3/1/1900,1,DFW,0847,0655,112,0,N649MQ,5,41,11,0747,0908,2015
MQ,10,26,66,36,0808,,0,1/1/1900,7,10,0610,JFK,427,0,118,3350,0,3/1/1900,1,RDU,0732,0600,92,0,N823MQ,5,47,0,0657,0803,2015
MQ,0,58,60,141,1240,,0,1/1/1900,7,83,1008,LGA,431,0,152,3531,0,3/1/1900,1,RDU,1019,0845,94,0,N1EAMQ,5,87,83,1135,1235,2015
MQ,0,0,72,82,1027,,0,1/1/1900,7,83,0852,DFW,364,0,95,3607,0,3/1/1900,1,SGF,0905,0729,96,0,N699MQ,6,17,82,0909,1021,2015
MQ,0,31,125,31,1140,,0,1/1/1900,7,0,0855,OKC,693,0,165,3062,0,3/1/1900,1,ORD,1109,0855,134,0,N663MQ,6,34,0,0929,1134,2015
MQ,25,23,44,48,0753,,0,1/1/1900,7,25,0624,DFW,309,0,89,3698,0,3/1/1900,1,MAF,0705,0559,66,0,N507MQ,6,39,0,0703,0747,2015
MQ,0,23,117,138,1128,,0,1/1/1900,7,115,0835,DFW,693,0,173,3009,0,3/1/1900,1,CMI,0910,0640,150,0,N620MQ,6,50,115,0925,1122,2015
MQ,83,0,77,83,0956,,0,1/1/1900,7,91,0821,MIA,489,0,95,3476,0,3/1/1900,1,CHS,0833,0650,103,0,N632MQ,7,11,0,0832,0949,2015
MQ,380,0,59,380,1453,,0,1/1/1900,7,386,1336,MIA,402,0,77,3117,0,3/1/1900,1,TLH,0833,0710,83,0,N941MQ,7,11,0,1347,1446,2015
MQ,0,0,65,36,1101,,0,1/1/1900,7,45,0935,DFW,364,0,86,3187,0,3/1/1900,1,SGF,1025,0850,95,0,N661MQ,7,14,36,0949,1054,2015
MQ,0,3,32,88,1113,,0,1/1/1900,7,85,1020,PIA,130,0,53,3650,13,3/1/1900,1,ORD,0945,0855,50,0,N619MQ,7,14,72,1034,1106,2015
MQ,0,0,74,393,1528,,0,1/1/1900,7,406,1346,ORD,522,0,102,3294,0,3/1/1900,1,XNA,0855,0700,115,0,N511MQ,7,21,393,1407,1521,2015
MQ,0,26,136,36,0925,,0,1/1/1900,7,10,0610,MIA,990,0,195,3221,0,3/1/1900,1,CMH,0849,0600,169,0,N623MQ,7,52,10,0702,0918,2015
MQ,0,46,67,65,0925,,0,1/1/1900,7,19,0704,DFW,364,0,141,2965,0,3/1/1900,1,SGF,0820,0645,95,0,N617MQ,7,67,19,0811,0918,2015
MQ,0,2,46,87,0750,,0,1/1/1900,7,85,0725,ORD,240,0,85,3215,0,3/1/1900,1,DAY,0623,0600,83,0,N637MQ,9,30,85,0755,0741,2015
MQ,0,1,90,70,1057,,0,1/1/1900,7,69,0909,XNA,522,0,108,3352,0,3/1/1900,1,ORD,0947,0800,107,0,N506MQ,9,9,69,0918,1048,2015
NK,15,1,137,16,1017,,0,1/1/1900,7,15,0740,DTW,983,0,157,650,0,3/1/1900,1,TPA,1001,0725,156,0,N506NK,10,10,0,0750,1007,2015
NK,46,2,159,48,1120,,0,1/1/1900,7,46,0816,DTW,1127,0,184,511,0,3/1/1900,1,FLL,1032,0730,182,0,N531NK,11,14,0,0830,1109,2015
NK,41,0,209,41,1541,,0,1/1/1900,7,63,0953,ORD,1836,0,228,872,0,3/1/1900,1,OAK,1500,0850,250,0,N603NK,11,8,0,1001,1530,2015
NK,0,19,161,19,0954,,0,1/1/1900,7,-1,0724,IAH,1075,0,210,939,0,3/1/1900,1,DTW,0935,0725,190,0,N637NK,12,37,0,0801,0942,2015
NK,4,19,150,23,0955,,0,1/1/1900,7,4,0634,FLL,1127,0,201,417,0,3/1/1900,1,DTW,0932,0630,182,0,N588NK,12,39,0,0713,0943,2015
NK,40,57,290,97,1134,,0,1/1/1900,7,40,0805,LAX,1744,0,329,731,0,3/1/1900,1,ORD,0957,0725,272,0,N508NK,13,26,0,0831,1121,2015
NK,42,0,137,42,1303,,0,1/1/1900,7,45,0915,RSW,1120,0,168,121,0,3/1/1900,1,ORD,1221,0830,171,0,N606NK,22,9,0,0924,1241,2015
NK,0,0,56,48,0823,,0,1/1/1900,7,49,0654,ORD,334,0,89,612,48,3/1/1900,1,MSP,0735,0605,90,0,N606NK,24,9,0,0703,0759,2015
NK,2,54,290,56,0927,,0,1/1/1900,7,2,0700,LAS,1749,0,327,111,0,3/1/1900,1,DTW,0831,0658,273,0,N529NK,3,34,0,0734,0924,2015
NK,0,46,115,46,0806,,0,1/1/1900,7,0,0615,ORD,622,0,171,969,0,3/1/1900,1,BWI,0720,0615,125,0,N509NK,44,12,0,0627,0722,2015
NK,9,25,100,34,0909,,0,1/1/1900,7,9,0625,ORD,802,0,164,940,0,3/1/1900,1,DFW,0835,0616,139,0,N527NK,49,15,0,0640,0820,2015
NK,7,1,150,89,0715,,0,1/1/1900,7,125,0330,ORD,1440,0,165,168,81,3/1/1900,1,PHX,0546,0125,201,0,N631NK,5,10,0,0340,0710,2015
NK,45,0,118,45,1115,,0,1/1/1900,7,55,0900,MSY,837,0,135,815,0,3/1/1900,1,ORD,1030,0805,145,0,N509NK,5,12,0,0912,1110,2015
NK,0,61,124,61,1124,,0,1/1/1900,7,77,0803,TPA,1012,0,141,729,0,3/1/1900,1,ORD,1023,0646,157,0,N631NK,5,12,0,0815,1119,2015
NK,40,0,109,40,1216,,0,1/1/1900,7,48,0908,TPA,929,0,128,812,0,3/1/1900,1,DFW,1136,0820,136,0,N523NK,5,14,0,0922,1211,2015
NK,15,3,133,18,0951,,0,1/1/1900,7,15,0719,BWI,925,0,152,410,0,3/1/1900,1,FLL,0933,0704,149,0,N611NK,5,14,0,0733,0946,2015
NK,22,0,128,22,1052,,0,1/1/1900,7,23,0823,ACY,977,0,149,218,0,3/1/1900,1,FLL,1030,0800,150,0,N630NK,5,16,0,0839,1047,2015
