Airline,Airline Delay,Air System Delay,Air Time,Arrival Delay,Arrival Time,Cancellation Reason,Cancelled,DAY,Day Of Week,Departure Delay,Departure Time,Destination Airport,Distance,Diverted,Elapsed Time,Flight Number,Late Aircraft Delay,Month,Number of Records,Origin Airport,Scheduled Arrival,Scheduled Departure,Scheduled Time,Security Delay,Tail Number,Taxi In,Taxi Out,Weather Delay,Wheels Off,Wheels On,Year
MQ,0,16,76,24,1604,,0,1/1/1900,4,8,1428,DFW,404,0,96,3146,8,1/1/1900,1,GCK,1540,1420,80,0,N604MQ,6,14,0,1442,1558,2015
MQ,26,0,44,26,1559,,0,1/1/1900,4,29,1354,CLE,315,0,65,3020,0,1/1/1900,1,ORD,1533,1325,68,0,N519MQ,6,15,0,1409,1553,2015
MQ,15,0,114,15,1743,,0,1/1/1900,4,22,1427,CHS,987,0,136,2856,0,1/1/1900,1,DFW,1728,1405,143,0,N695MQ,6,16,0,1443,1737,2015
MQ,47,10,50,57,1610,,0,1/1/1900,4,47,1457,HOU,247,0,73,2800,0,1/1/1900,1,DFW,1513,1410,63,0,N667MQ,6,17,0,1514,1604,2015
MQ,25,25,179,50,1323,,0,1/1/1900,4,25,1100,ABQ,1118,0,203,2757,0,1/1/1900,1,ORD,1233,1035,178,0,N522MQ,6,18,0,1118,1317,2015
MQ,0,22,70,44,1652,,0,1/1/1900,4,22,1517,CRP,354,0,95,3059,0,1/1/1900,1,DFW,1608,1455,73,0,N827MQ,6,19,22,1536,1646,2015
MQ,15,11,145,26,1241,,0,1/1/1900,4,15,0945,CMH,990,0,176,3574,0,1/1/1900,1,MIA,1215,0930,165,0,N618MQ,6,25,0,1010,1235,2015
MQ,21,33,39,54,1242,,0,1/1/1900,4,21,1121,GRK,134,0,81,3285,0,1/1/1900,1,DFW,1148,1100,48,0,N651MQ,6,36,0,1157,1236,2015
MQ,0,23,28,23,1811,,0,1/1/1900,4,0,1700,SPS,113,0,71,3406,0,1/1/1900,1,DFW,1748,1700,48,0,N928MQ,6,37,0,1737,1805,2015
MQ,6,27,139,33,1258,,0,1/1/1900,4,6,1056,DFW,772,0,182,3439,0,1/1/1900,1,TYS,1225,1050,155,0,N822MQ,6,37,0,1133,1252,2015
MQ,0,28,111,28,1626,,0,1/1/1900,4,1,1241,GRR,931,0,165,2964,0,1/1/1900,1,DFW,1558,1240,138,0,N646MQ,6,48,0,1329,1620,2015
MQ,31,41,44,72,1020,,0,1/1/1900,4,31,0836,LBB,282,0,104,3200,0,1/1/1900,1,DFW,0908,0805,63,0,N8EGMQ,6,54,0,0930,1014,2015
MQ,0,3,53,22,1817,,0,1/1/1900,4,19,1709,DFW,282,0,68,3354,11,1/1/1900,1,LBB,1755,1650,65,0,N521MQ,6,9,8,1718,1811,2015
MQ,0,25,26,25,0935,,0,1/1/1900,4,-5,0755,ORD,130,0,100,2891,0,1/1/1900,1,PIA,0910,0800,70,0,N658MQ,61,13,0,0808,0834,2015
MQ,3,0,38,50,1705,,0,1/1/1900,4,65,1610,ORD,234,0,55,3423,47,1/1/1900,1,ALO,1615,1505,70,0,N612MQ,7,10,0,1620,1658,2015
MQ,2,0,120,37,1827,,0,1/1/1900,4,39,1709,ORD,642,0,138,2982,35,1/1/1900,1,RIC,1750,1630,140,0,N819MQ,7,11,0,1720,1820,2015
MQ,25,0,49,27,1512,,0,1/1/1900,4,47,1402,ORD,334,0,70,3012,2,1/1/1900,1,MSP,1445,1315,90,0,N527MQ,7,14,0,1416,1505,2015
MQ,104,12,53,181,1351,,0,1/1/1900,4,169,1234,DFW,282,0,77,3200,65,1/1/1900,1,LBB,1050,0945,65,0,N8EGMQ,7,17,0,1251,1344,2015
MQ,29,0,42,29,1902,,0,1/1/1900,4,38,1653,CVG,265,0,69,2889,0,1/1/1900,1,ORD,1833,1615,78,0,N658MQ,7,20,0,1713,1855,2015
MQ,0,16,74,16,1621,,0,1/1/1900,4,3,1413,ORD,585,0,128,3045,0,1/1/1900,1,TUL,1605,1410,115,0,N942MQ,7,47,0,1500,1614,2015
MQ,14,81,154,95,1245,,0,1/1/1900,4,14,1014,GUC,678,0,211,2792,0,1/1/1900,1,DFW,1110,1000,130,0,N518MQ,7,50,0,1104,1238,2015
MQ,2,0,56,27,1832,,0,1/1/1900,4,35,1720,DFW,354,0,72,3059,25,1/1/1900,1,CRP,1805,1645,80,0,N827MQ,7,9,0,1729,1825,2015
MQ,52,0,47,60,1438,,0,1/1/1900,4,67,1232,CMH,296,0,66,2901,8,1/1/1900,1,ORD,1338,1125,73,0,N623MQ,8,11,0,1243,1430,2015
MQ,1,0,93,20,1825,,0,1/1/1900,4,28,1533,DFW,674,0,112,2765,19,1/1/1900,1,DRO,1805,1505,120,0,N900MQ,8,11,0,1544,1817,2015
MQ,2,12,127,60,1530,,0,1/1/1900,4,48,1303,DFW,737,0,147,3376,46,1/1/1900,1,FSD,1430,1215,135,0,N925MQ,8,12,0,1315,1522,2015
MQ,13,0,141,18,1901,,0,1/1/1900,4,19,1719,BNA,765,0,162,2949,5,1/1/1900,1,JFK,1843,1700,163,0,N608MQ,8,13,0,1732,1853,2015
MQ,8,0,57,56,1531,,0,1/1/1900,4,68,1513,ORD,296,0,78,2901,48,1/1/1900,1,CMH,1435,1405,90,0,N623MQ,8,13,0,1526,1523,2015
MQ,11,13,76,24,1107,,0,1/1/1900,4,11,1026,ROW,435,0,101,2758,0,1/1/1900,1,DFW,1043,1015,88,0,N939MQ,8,17,0,1043,1059,2015
MQ,0,33,136,33,1641,,0,1/1/1900,4,-7,1353,SDF,659,0,168,3608,0,1/1/1900,1,LGA,1608,1400,128,0,N821MQ,8,24,0,1417,1633,2015
MQ,5,0,51,24,1739,,0,1/1/1900,4,32,1632,DFW,312,0,67,3067,19,1/1/1900,1,AMA,1715,1600,75,0,N542MQ,8,8,0,1640,1731,2015
MQ,57,0,50,156,1806,,0,1/1/1900,4,161,1656,LGA,305,0,70,2773,99,1/1/1900,1,CHO,1530,1415,75,0,N809MQ,9,11,0,1707,1757,2015
MQ,0,4,59,40,1745,,0,1/1/1900,4,36,1626,DFW,304,0,79,3546,36,1/1/1900,1,LIT,1705,1550,75,0,N918MQ,9,11,0,1637,1736,2015
MQ,14,7,115,33,1326,,0,1/1/1900,4,26,1111,OKC,693,0,135,3242,12,1/1/1900,1,ORD,1253,1045,128,0,N641MQ,9,11,0,1122,1317,2015
MQ,0,0,69,38,1638,,0,1/1/1900,4,43,1508,DFW,408,0,90,3130,33,1/1/1900,1,JAN,1600,1425,95,0,N647MQ,9,12,5,1520,1629,2015
MQ,0,3,94,22,1930,,0,1/1/1900,4,19,1629,TYS,772,0,121,3085,19,1/1/1900,1,DFW,1908,1610,118,0,N848MQ,9,18,0,1647,1921,2015
MQ,27,12,105,50,2013,,0,1/1/1900,4,38,1653,CVG,812,0,140,3186,11,1/1/1900,1,DFW,1923,1615,128,0,N642MQ,9,26,0,1719,2004,2015
MQ,0,11,47,66,1751,,0,1/1/1900,4,55,1650,DFW,134,0,61,3261,55,1/1/1900,1,GRK,1645,1555,50,0,N660MQ,9,5,0,1655,1742,2015
MQ,18,2,115,20,1355,,0,1/1/1900,4,18,1143,DFW,685,0,132,3638,0,1/1/1900,1,CID,1335,1125,130,0,N542MQ,9,8,0,1151,1346,2015
NK,0,17,80,17,0905,,0,1/1/1900,4,25,0725,FLL,581,0,100,231,0,1/1/1900,1,ATL,0848,0700,108,0,N620NK,10,10,0,0735,0855,2015
NK,0,16,32,16,0813,,0,1/1/1900,4,12,0712,MCO,177,0,61,198,0,1/1/1900,1,FLL,0757,0700,57,0,N621NK,10,19,0,0731,0803,2015
NK,0,21,201,21,1311,,0,1/1/1900,4,16,1032,DFW,1217,0,219,667,0,1/1/1900,1,BWI,1250,1016,214,0,N630NK,10,8,0,1040,1301,2015
NK,0,43,156,43,0632,,0,1/1/1900,4,72,0237,ORD,1440,0,175,168,0,1/1/1900,1,PHX,0549,0125,204,0,N629NK,10,9,0,0246,0622,2015
NK,0,22,91,22,1545,,0,1/1/1900,4,23,1253,ATL,689,0,112,362,0,1/1/1900,1,IAH,1523,1230,113,0,N517NK,11,10,0,1303,1534,2015
NK,0,20,115,20,1205,,0,1/1/1900,4,31,1047,DEN,862,0,138,939,0,1/1/1900,1,IAH,1145,1016,149,0,N614NK,11,12,0,1059,1154,2015
NK,0,17,156,17,1614,,0,1/1/1900,4,-4,1116,DFW,1055,0,178,470,0,1/1/1900,1,LAS,1557,1120,157,0,N534NK,13,9,0,1125,1601,2015
NK,0,21,91,21,1700,,0,1/1/1900,4,24,1404,ATL,731,0,116,165,0,1/1/1900,1,DFW,1639,1340,119,0,N630NK,14,11,0,1415,1646,2015
NK,0,22,131,22,1313,,0,1/1/1900,4,27,1136,DEN,888,0,157,847,0,1/1/1900,1,ORD,1251,1109,162,0,N601NK,14,12,0,1148,1259,2015
NK,0,16,169,16,0952,,0,1/1/1900,4,16,0735,IAH,1075,0,197,939,0,1/1/1900,1,DTW,0936,0719,197,0,N614NK,15,13,0,0748,0937,2015
NK,0,15,158,15,2005,,0,1/1/1900,4,16,1556,TPA,1306,0,189,427,0,1/1/1900,1,MSP,1950,1540,190,0,N631NK,15,16,0,1612,1950,2015
NK,0,30,124,30,1854,,0,1/1/1900,4,13,1518,IAH,862,0,156,906,0,1/1/1900,1,DEN,1824,1505,139,0,N632NK,21,11,0,1529,1833,2015
NK,0,86,132,86,1646,,0,1/1/1900,4,89,1404,FLL,977,0,162,235,0,1/1/1900,1,ACY,1520,1235,165,0,N605NK,21,9,0,1413,1625,2015
NK,0,18,80,18,1614,,0,1/1/1900,4,7,1421,LGA,563,0,113,711,0,1/1/1900,1,MYR,1556,1414,102,0,N503NK,22,11,0,1432,1552,2015
NK,0,72,100,72,2020,,0,1/1/1900,4,77,1805,ORD,802,0,135,948,0,1/1/1900,1,DFW,1908,1648,140,0,N615NK,23,12,0,1817,1957,2015
NK,0,35,116,35,1805,,0,1/1/1900,4,26,1629,IAH,689,0,156,363,0,1/1/1900,1,ATL,1730,1603,147,0,N517NK,24,16,0,1645,1741,2015
NK,0,19,148,19,1019,,0,1/1/1900,4,-3,0709,LGA,1076,0,190,604,0,1/1/1900,1,FLL,1000,0712,168,0,N633NK,27,15,0,0724,0952,2015
NK,0,21,113,21,1731,,0,1/1/1900,4,14,1355,ORD,888,0,156,630,0,1/1/1900,1,DEN,1710,1341,149,0,N601NK,28,15,0,1410,1703,2015
NK,0,30,90,30,1451,,0,1/1/1900,4,31,1306,PHX,602,0,105,939,0,1/1/1900,1,DEN,1421,1235,106,0,N614NK,3,12,0,1318,1448,2015
NK,0,85,119,85,1315,,0,1/1/1900,4,89,1102,ACY,982,0,133,936,0,1/1/1900,1,RSW,1150,0933,137,0,N605NK,4,10,0,1112,1311,2015
NK,0,86,141,86,1017,,0,1/1/1900,4,102,0742,RSW,982,0,155,943,0,1/1/1900,1,ACY,0851,0600,171,0,N605NK,4,10,0,0752,1013,2015
NK,0,26,262,26,0851,,0,1/1/1900,4,22,0714,LAS,1749,0,277,111,0,1/1/1900,1,DTW,0825,0652,273,0,N522NK,4,11,0,0725,0847,2015
NK,0,18,80,18,1439,,0,1/1/1900,4,26,1303,DEN,602,0,96,906,0,1/1/1900,1,PHX,1421,1237,104,0,N632NK,4,12,0,1315,1435,2015
NK,0,31,167,31,1443,,0,1/1/1900,4,34,0940,MSP,1299,0,183,176,0,1/1/1900,1,LAS,1412,0906,186,0,N522NK,4,12,0,0952,1439,2015
NK,0,18,143,18,1918,,0,1/1/1900,4,27,1637,LGA,1076,0,161,174,0,1/1/1900,1,FLL,1900,1610,170,0,N609NK,4,14,0,1651,1914,2015
NK,0,35,131,35,1014,,0,1/1/1900,4,3,0603,FLL,1119,0,191,972,0,1/1/1900,1,DFW,0939,0600,159,0,N606NK,4,56,0,0659,1010,2015
NK,0,25,166,25,0607,,0,1/1/1900,4,12,0127,FLL,1487,0,220,597,0,1/1/1900,1,MSP,0542,0115,207,0,N528NK,40,14,0,0141,0527,2015
NK,0,20,78,20,1120,,0,1/1/1900,4,-10,0858,LGA,563,0,142,300,0,1/1/1900,1,MYR,1100,0908,112,0,N503NK,46,18,0,0916,1034,2015
NK,0,29,167,29,0849,,0,1/1/1900,4,43,0743,LAS,1222,0,186,193,0,1/1/1900,1,IAH,0820,0700,200,0,N502NK,5,14,0,0757,0844,2015
NK,0,32,182,32,1219,,0,1/1/1900,4,5,0931,PHX,1276,0,228,345,0,1/1/1900,1,MSP,1147,0926,201,0,N632NK,5,41,0,1012,1214,2015
NK,0,25,327,25,1057,,0,1/1/1900,4,8,0818,LAS,2106,0,339,695,0,1/1/1900,1,BWI,1032,0810,322,0,N531NK,5,7,0,0825,1052,2015
NK,0,27,92,27,0927,,0,1/1/1900,4,-9,0547,LGA,733,0,160,224,0,1/1/1900,1,ORD,0900,0556,124,0,N607NK,52,16,0,0603,0835,2015
NK,0,18,130,18,1043,,0,1/1/1900,4,15,0815,ACY,977,0,148,218,0,1/1/1900,1,FLL,1025,0800,145,0,N622NK,6,12,0,0827,1037,2015
NK,0,36,106,36,1723,,0,1/1/1900,4,40,1518,ACY,852,0,125,312,0,1/1/1900,1,MCO,1647,1438,129,0,N622NK,6,13,0,1531,1717,2015
NK,0,58,148,58,1519,,0,1/1/1900,4,62,1232,LGA,1076,0,167,180,0,1/1/1900,1,FLL,1421,1130,171,0,N587NK,7,12,0,1244,1512,2015
NK,0,88,230,88,1726,,0,1/1/1900,4,91,1416,DFW,1389,0,250,917,0,1/1/1900,1,LGA,1558,1245,253,0,N625NK,7,13,0,1429,1719,2015
NK,0,67,152,67,1307,,0,1/1/1900,4,63,0853,LGA,1389,0,194,718,0,1/1/1900,1,DFW,1200,0750,190,0,N625NK,8,34,0,0927,1259,2015
NK,0,23,132,23,1904,,0,1/1/1900,4,36,1635,TPA,983,0,149,645,0,1/1/1900,1,DTW,1841,1559,162,0,N619NK,8,9,0,1644,1856,2015
NK,0,58,67,58,0836,,0,1/1/1900,4,-2,0558,LGA,502,0,158,316,0,1/1/1900,1,DTW,0738,0600,98,0,N601NK,80,11,0,0609,0716,2015
NK,0,43,132,43,1051,,0,1/1/1900,4,46,0916,ORD,733,0,155,847,0,1/1/1900,1,LGA,1008,0830,158,0,N601NK,9,14,0,0930,1042,2015
NK,0,97,147,97,1123,,0,1/1/1900,4,108,0828,FLL,1076,0,175,705,0,1/1/1900,1,LGA,0946,0640,186,0,N588NK,9,19,0,0847,1114,2015
OO,0,6,95,95,1829,,0,1/1/1900,4,89,1634,IAH,468,0,115,5215,89,1/1/1900,1,MEM,1654,1505,109,0,N715SK,10,10,0,1644,1819,2015
OO,56,0,112,56,0811,,0,1/1/1900,4,73,0658,LAX,862,0,133,2599,0,1/1/1900,1,DEN,0715,0545,150,0,N435SW,10,11,0,0709,0801,2015
OO,52,0,87,74,1356,,0,1/1/1900,4,83,1205,DEN,639,0,111,5540,22,1/1/1900,1,TUS,1242,1042,120,0,N926SW,10,14,0,1219,1346,2015
OO,15,6,120,21,0831,,0,1/1/1900,4,15,0605,IAH,781,0,146,5160,0,1/1/1900,1,OMA,0810,0550,140,0,N794SK,10,16,0,0621,0821,2015
OO,46,6,158,52,1846,,0,1/1/1900,4,46,1441,IAH,1195,0,185,4469,0,1/1/1900,1,SLC,1754,1355,179,0,N802SK,10,17,0,1458,1836,2015
OO,21,3,71,24,1515,,0,1/1/1900,4,21,1336,LAS,414,0,99,5603,0,1/1/1900,1,SFO,1451,1315,96,0,N771SK,10,18,0,1354,1505,2015
OO,33,0,18,33,1148,,0,1/1/1900,4,35,1100,ORD,67,0,48,5393,0,1/1/1900,1,MKE,1115,1025,50,0,N963SW,10,20,0,1120,1138,2015
OO,0,0,29,78,1013,,0,1/1/1900,4,89,0929,PHX,160,0,44,6580,0,1/1/1900,1,YUM,0855,0800,55,0,N821AS,10,5,78,0934,1003,2015
OO,11,0,114,20,1534,,0,1/1/1900,4,39,1418,SLC,866,0,136,4626,9,1/1/1900,1,OKC,1514,1339,155,0,N805SK,11,11,0,1429,1523,2015
OO,0,0,55,16,1841,,0,1/1/1900,4,24,1724,LAX,373,0,77,4822,16,1/1/1900,1,SMF,1825,1700,85,0,N613SK,11,11,0,1735,1830,2015
OO,0,0,56,59,1603,,0,1/1/1900,4,66,1444,ORD,394,0,79,5404,59,1/1/1900,1,STC,1504,1338,86,0,N973SW,11,12,0,1456,1552,2015
OO,22,0,58,40,1744,,0,1/1/1900,4,47,1612,SLC,391,0,92,5231,18,1/1/1900,1,DEN,1704,1525,99,0,N961SW,11,23,0,1635,1733,2015
OO,0,0,108,30,1700,,0,1/1/1900,4,38,1338,ORD,911,0,142,6226,30,1/1/1900,1,COS,1630,1300,150,0,N709SK,11,23,0,1401,1649,2015
OO,12,9,32,21,0918,,0,1/1/1900,4,12,0807,DEN,125,0,71,5595,0,1/1/1900,1,ASE,0857,0755,62,0,N752SK,11,28,0,0835,0907,2015
OO,0,0,123,116,1116,,0,1/1/1900,4,119,0758,DEN,819,0,138,5547,0,1/1/1900,1,ONT,0920,0559,141,0,N910SW,11,4,116,0802,1105,2015
OO,0,0,42,123,1524,,0,1/1/1900,4,124,1419,LAX,156,0,65,5384,123,1/1/1900,1,SBP,1321,1215,66,0,N562SW,12,11,0,1430,1512,2015
OO,0,2,86,34,1747,,0,1/1/1900,4,32,1457,IAH,667,0,110,5169,32,1/1/1900,1,ELP,1713,1425,108,0,N779SK,12,12,0,1509,1735,2015
OO,66,4,92,70,1640,,0,1/1/1900,4,66,1342,DFW,641,0,118,6224,0,1/1/1900,1,DEN,1530,1236,114,0,N760SK,12,14,0,1356,1628,2015
OO,0,0,22,44,1837,,0,1/1/1900,4,51,1748,ORD,67,0,49,5413,44,1/1/1900,1,MKE,1753,1657,56,0,N973SW,12,15,0,1803,1825,2015
OO,179,0,65,179,1235,,0,1/1/1900,4,180,1100,SFO,421,0,95,6283,0,1/1/1900,1,PSP,0936,0800,96,0,N986CA,12,18,0,1118,1223,2015
OO,0,0,36,21,1659,,0,1/1/1900,4,27,1553,LAX,236,0,66,6284,21,1/1/1900,1,LAS,1638,1526,72,0,N771SK,12,18,0,1611,1647,2015
OO,0,19,76,27,1910,,0,1/1/1900,4,8,1719,DEN,391,0,111,4786,8,1/1/1900,1,SLC,1843,1711,92,0,N170PQ,12,23,0,1742,1858,2015
OO,3,14,28,17,0754,,0,1/1/1900,4,3,0643,ORD,108,0,71,5492,0,1/1/1900,1,MSN,0737,0640,57,0,N703SK,12,31,0,0714,0742,2015
OO,6,19,175,25,1242,,0,1/1/1900,4,6,0804,ORD,1250,0,218,5506,0,1/1/1900,1,SLC,1217,0758,199,0,N103SY,12,31,0,0835,1230,2015
OO,18,0,67,33,1542,,0,1/1/1900,4,38,1416,DEN,458,0,86,5211,15,1/1/1900,1,IDA,1509,1338,91,0,N960SW,12,7,0,1423,1530,2015
OO,0,0,33,23,1513,,0,1/1/1900,4,37,1420,DTW,198,0,53,7368,23,1/1/1900,1,APN,1450,1343,67,0,N455SW,12,8,0,1428,1501,2015
OO,0,0,24,33,1633,,0,1/1/1900,4,39,1546,SFO,86,0,47,5454,9,1/1/1900,1,SMF,1600,1507,53,0,N291SW,13,10,24,1556,1620,2015
OO,66,0,41,99,1919,,0,1/1/1900,4,103,1813,LAX,209,0,66,2639,33,1/1/1900,1,FAT,1740,1630,70,0,N863AS,13,12,0,1825,1906,2015
OO,0,18,136,18,1508,,0,1/1/1900,4,-2,1326,DEN,752,0,162,6337,0,1/1/1900,1,MLI,1450,1328,142,0,N961SW,13,13,0,1339,1455,2015
OO,0,21,135,21,1644,,0,1/1/1900,4,-1,1303,DEN,844,0,161,5260,0,1/1/1900,1,FAT,1623,1304,139,0,N978SW,13,13,0,1316,1631,2015
OO,0,0,191,16,1834,,0,1/1/1900,4,38,1656,LAX,1535,0,218,6320,16,1/1/1900,1,MSP,1818,1618,240,0,N762SK,13,14,0,1710,1821,2015
OO,19,3,111,36,1301,,0,1/1/1900,4,33,0943,COS,833,0,138,6512,14,1/1/1900,1,LAX,1225,0910,135,0,N709SK,13,14,0,0957,1248,2015
OO,2,4,154,58,2031,,0,1/1/1900,4,54,1530,DFW,1235,0,181,5193,52,1/1/1900,1,LAX,1933,1436,177,0,N784SK,13,14,0,1544,2018,2015
OO,0,0,56,33,1649,,0,1/1/1900,4,43,1523,ORD,403,0,86,5224,33,1/1/1900,1,MCI,1616,1440,96,0,N108SY,13,17,0,1540,1636,2015
OO,0,33,132,33,0958,,0,1/1/1900,4,-1,0559,DEN,844,0,179,6497,0,1/1/1900,1,FAT,0925,0600,145,0,N913SW,13,34,0,0633,0945,2015
OO,0,34,24,88,0819,,0,1/1/1900,4,54,0654,LAX,86,0,85,5466,0,1/1/1900,1,CLD,0651,0600,51,0,N568SW,13,48,54,0742,0806,2015
OO,20,2,169,22,1417,,0,1/1/1900,4,20,1201,IAH,1091,0,196,5174,0,1/1/1900,1,CLE,1355,1141,194,0,N705SK,14,13,0,1214,1403,2015
OO,17,1,89,40,1700,,0,1/1/1900,4,39,1502,DEN,639,0,118,6491,22,1/1/1900,1,TUS,1620,1423,117,0,N786SK,14,15,0,1517,1646,2015
OO,3,9,102,145,1749,,0,1/1/1900,4,136,1642,DEN,638,0,127,5315,133,1/1/1900,1,DVL,1524,1426,118,0,N928SW,15,10,0,1652,1734,2015
OO,9,9,123,18,1208,,0,1/1/1900,4,9,0836,DEN,850,0,152,5548,0,1/1/1900,1,BUR,1150,0827,143,0,N954SW,15,14,0,0850,1153,2015
OO,6,10,129,93,1945,,0,1/1/1900,4,83,1604,IAH,913,0,161,5541,77,1/1/1900,1,ASE,1812,1441,151,0,N766SK,15,17,0,1621,1930,2015
OO,4,2,113,27,1456,,0,1/1/1900,4,25,1030,GRR,1015,0,146,4997,21,1/1/1900,1,DEN,1429,1005,144,0,N752SK,15,18,0,1048,1441,2015
OO,6,7,33,40,1552,,0,1/1/1900,4,33,1537,ORD,137,0,75,5201,27,1/1/1900,1,GRR,1512,1504,68,0,N752SK,15,27,0,1604,1537,2015
OO,15,8,80,23,0853,,0,1/1/1900,4,15,0740,LAX,590,0,133,2605,0,1/1/1900,1,SLC,0830,0725,125,0,N477CA,15,38,0,0818,0838,2015
OO,0,9,83,22,1518,,0,1/1/1900,4,13,1332,DEN,517,0,106,5452,13,1/1/1900,1,SGU,1456,1319,97,0,N594SW,15,8,0,1340,1503,2015
OO,0,0,96,28,1747,,0,1/1/1900,4,29,1545,TUS,639,0,122,5493,28,1/1/1900,1,DEN,1719,1516,123,0,N796SK,16,10,0,1555,1731,2015
OO,0,13,50,15,1654,,0,1/1/1900,4,2,1533,IAH,224,0,81,5246,2,1/1/1900,1,DFW,1639,1531,68,0,N755SK,16,15,0,1548,1638,2015
OO,0,33,172,47,1858,,0,1/1/1900,4,14,1719,DEN,1015,0,219,5650,14,1/1/1900,1,GRR,1811,1705,186,0,N797SK,16,31,0,1750,1842,2015
OO,15,23,19,38,1143,,0,1/1/1900,4,15,1032,MKE,67,0,71,5431,0,1/1/1900,1,ORD,1105,1017,48,0,N472CA,16,36,0,1108,1127,2015
OO,0,6,105,16,1831,,0,1/1/1900,4,10,1718,DEN,627,0,133,5583,10,1/1/1900,1,FAR,1815,1708,127,0,N952SW,17,11,0,1729,1814,2015
OO,0,25,192,25,1830,,0,1/1/1900,4,-6,1647,DEN,1069,0,223,6239,0,1/1/1900,1,CVG,1805,1653,192,0,N751SK,18,13,0,1700,1812,2015
OO,0,15,87,15,0940,,0,1/1/1900,4,-12,0713,DEN,639,0,147,6424,0,1/1/1900,1,TUS,0925,0725,120,0,N986SW,18,42,0,0755,0922,2015
OO,15,0,74,15,2007,,0,1/1/1900,4,35,1735,DCA,612,0,92,5205,0,1/1/1900,1,ORD,1952,1700,112,0,N120SY,2,16,0,1751,2005,2015
OO,30,8,88,38,0933,,0,1/1/1900,4,30,0830,PDX,630,0,123,3499,0,1/1/1900,1,SLC,0855,0800,115,0,N225AG,2,33,0,0903,0931,2015
OO,46,0,27,46,1440,,0,1/1/1900,4,62,1402,SAN,109,0,38,6335,0,1/1/1900,1,LAX,1354,1300,54,0,N578SW,2,9,0,1411,1438,2015
OO,0,4,105,92,1635,,0,1/1/1900,4,88,1523,DEN,637,0,132,6500,88,1/1/1900,1,SGF,1503,1355,128,0,N910SW,21,6,0,1529,1614,2015
OO,6,13,99,23,1408,,0,1/1/1900,4,10,1245,LAX,677,0,143,2575,4,1/1/1900,1,ABQ,1345,1235,130,0,N477CA,22,22,0,1307,1346,2015
OO,0,29,153,29,1934,,0,1/1/1900,4,-9,1522,DEN,916,0,192,6192,0,1/1/1900,1,SBA,1905,1531,154,0,N918SW,23,16,0,1538,1911,2015
OO,0,13,28,18,1600,,0,1/1/1900,4,5,1455,LAX,110,0,65,6429,5,1/1/1900,1,PSP,1542,1450,52,0,N586SW,24,13,0,1508,1536,2015
OO,27,5,63,32,1534,,0,1/1/1900,4,27,1353,DEN,313,0,101,5331,0,1/1/1900,1,GCC,1502,1326,96,0,N576SW,24,14,0,1407,1510,2015
OO,0,0,44,76,1241,,0,1/1/1900,4,76,1126,SFO,190,0,75,5458,76,1/1/1900,1,SBP,1125,1010,75,0,N563SW,24,7,0,1133,1217,2015
OO,0,17,129,17,1012,,0,1/1/1900,4,-1,0809,SFO,896,0,183,6234,0,1/1/1900,1,ABQ,0955,0810,165,0,N980SW,25,29,0,0838,0947,2015
OO,0,16,95,16,1101,,0,1/1/1900,4,-9,0831,DEN,679,0,150,5534,0,1/1/1900,1,MSO,1045,0840,125,0,N928SW,25,30,0,0901,1036,2015
OO,0,31,125,31,1845,,0,1/1/1900,4,-2,1702,DEN,692,0,163,6199,0,1/1/1900,1,CID,1814,1704,130,0,N776SK,26,12,0,1714,1819,2015
OO,0,23,148,23,1933,,0,1/1/1900,4,-6,1530,DEN,996,0,183,6408,0,1/1/1900,1,EUG,1910,1536,154,0,N495CA,26,9,0,1539,1907,2015
OO,0,3,129,65,1140,,0,1/1/1900,4,62,0949,DEN,896,0,171,5338,62,1/1/1900,1,MKE,1035,0847,168,0,N937SW,28,14,0,1003,1112,2015
OO,0,36,123,50,1856,,0,1/1/1900,4,14,1706,DEN,794,0,170,5590,14,1/1/1900,1,SAT,1806,1652,134,0,N790SK,28,19,0,1725,1828,2015
OO,0,23,120,23,1929,,0,1/1/1900,4,-6,1553,DEN,776,0,156,5510,0,1/1/1900,1,PSP,1906,1559,127,0,N740SK,28,8,0,1601,1901,2015
OO,0,13,107,144,1136,,0,1/1/1900,4,131,0812,DEN,776,0,144,6420,0,1/1/1900,1,PSP,0912,0601,131,0,N924SW,29,8,131,0820,1107,2015
OO,0,0,139,29,1344,,0,1/1/1900,4,42,1012,TUS,1119,0,152,3466,29,1/1/1900,1,PDX,1315,0930,165,0,N225AG,3,10,0,1022,1341,2015
OO,0,0,66,77,1405,,0,1/1/1900,4,80,1145,CMX,359,0,80,5295,16,1/1/1900,1,ORD,1248,1025,83,0,N984CA,3,11,61,1156,1402,2015
OO,45,97,30,196,1906,,0,1/1/1900,4,99,1640,ASE,125,0,146,5500,54,1/1/1900,1,DEN,1550,1501,49,0,N787SK,3,113,0,1833,1903,2015
OO,9,0,40,16,1633,,0,1/1/1900,4,24,1538,SAT,191,0,55,5610,7,1/1/1900,1,IAH,1617,1514,63,0,N790SK,3,12,0,1550,1630,2015
OO,0,0,52,126,1636,,0,1/1/1900,4,149,1529,SLC,391,0,67,4479,126,1/1/1900,1,DEN,1430,1300,90,0,N817SK,3,12,0,1541,1633,2015
OO,15,0,63,15,1323,,0,1/1/1900,4,40,1202,IDA,458,0,81,6534,0,1/1/1900,1,DEN,1308,1122,106,0,N960SW,3,15,0,1217,1320,2015
